DATE,CPI_diff,IIP_diff,IR_diff,MS_diff,STI_diff,NT_diff,FOREX
1994-04-01,39.8850738203333,41.2278769085946,-9.0,1092.452818430176,10.5757657966794,-11.523004575108851,31.3914
1994-05-01,39.6785151677022,41.11334670998269,-8.76,1093.829255943233,10.9844319638664,-12.429584358982174,31.3754
1994-06-01,39.4748876348114,40.855404515993406,-8.5,1094.4453727592347,9.7601027971253,-12.867326688659142,31.3845
1994-07-01,39.31198560851389,40.6963897503346,-8.5,1098.655610160495,9.6752311149612,-13.95242954342467,31.3764
1994-08-01,39.3163822882008,40.981120257616304,-8.24,1098.9510800550647,9.2495212232375,-12.811915112635472,31.3727
1994-09-01,39.1534802619034,41.0745764232733,-8.0,1098.7561616635785,9.0205584499883,-13.405544437497136,31.3723
1994-10-01,39.112754755348206,41.1343167327735,-8.0,1095.4905153684062,9.369320205458,-13.334152324419517,31.3726
1994-11-01,39.0313037421995,41.160974362673,-7.6,1095.189241737159,9.873461102836798,-14.573755263738873,31.394
1994-12-01,39.197136888275296,41.4661361163418,-7.25,1093.9524293992918,10.186350933636898,-12.039604452376375,31.3894
1995-01-01,39.450283287056806,41.0316563950646,-7.25,1094.8225253518765,11.762314270841202,-14.03873158698165,31.3736
1995-02-01,39.5375965397626,41.13794034716899,-6.75,1089.754099886216,13.2304178660432,-12.963742298555916,31.3795
1995-03-01,39.5827187260046,41.0363789004879,-6.75,1086.8204045023156,13.963774056887,-12.839772610196956,31.5865
1995-04-01,39.62784091224661,40.2762059526525,-6.75,1089.4998167604492,14.892146035810498,-14.769790501970872,31.4073
1995-05-01,39.3398312464286,40.86357209582541,-6.75,1084.812336254107,16.187945421674,-13.423096365940436,31.4179
1995-06-01,38.9689050075918,40.8235930235833,-6.75,1083.7556175141185,16.4755102524363,-14.073641094120942,31.4037
1995-07-01,38.3884889963454,39.760521360917394,-6.75,1084.116642957345,17.3384328796438,-13.916012720808938,31.3853
1995-08-01,38.3914201161238,40.6187720940684,-6.75,1082.8505043554044,17.2752557546217,-12.27892537617485,31.5923
1995-09-01,38.3521601694388,39.7121539527252,-6.75,1082.2505615111277,18.324791223067,-11.598085864021172,33.3098
1995-10-01,38.3972823556808,40.49606802293071,-6.75,1079.0573483836529,17.9788325932452,-11.538577105091692,34.6564
1995-11-01,38.1892581431413,39.8529577009625,-6.75,1076.4041102205977,19.8549296823967,-11.542234751206296,34.71
1995-12-01,38.47873336882951,39.55826399412481,-6.75,1069.741491572552,21.2861085109887,-11.798870882545458,34.9663
1996-01-01,39.02428611307761,38.765511925875806,-6.76,1066.6334221946845,21.71264209739689,-12.63176357648766,35.8117
1996-02-01,39.1523248723768,40.4623434646972,-7.0,1062.5221131400735,21.8613006108639,-11.61261464096638,36.5945
1996-03-01,39.2411036849525,38.892780249511205,-7.0,1061.6808999381913,22.174634243220403,-12.527733612738832,34.4852
1996-04-01,39.07966721856349,40.03300739950871,-7.0,1063.3011248022576,21.2554065891376,-12.71454520256836,34.3195
1996-05-01,38.874574125802496,40.19739189575961,-7.0,1056.3306768895516,21.497714150251703,-14.118066084563392,35.025
1996-06-01,38.5021823270573,41.18528322643209,-7.0,1054.3058977350015,21.2038159671636,-13.83210317988313,35.0995
1996-07-01,38.13125608825881,41.61475751048491,-7.0,1051.975084246982,20.808245180091298,-14.75922114808989,35.6673
1996-08-01,37.9261629954978,41.16425668851811,-7.0,1040.3927981788768,22.507174454183804,-14.425266119065586,35.8
1996-09-01,38.05420175475871,42.0736646395405,-7.0,1034.4572683056092,23.3543680536891,-15.565195289693234,35.87
1996-10-01,38.0993239410007,41.46832299540269,-7.0,1023.7807685951168,25.441517718058403,-13.395058835259588,35.8036
1996-11-01,37.977147421296806,43.2720823398676,-7.0,1020.767368402398,27.3705735573849,-13.460596297524482,35.8392
1996-12-01,37.8942308482398,42.731314856992704,-7.0,1018.289380026826,28.112750688424203,-16.203923887299098,35.8815
1997-01-01,38.105186180557695,43.1870908156113,-7.0,1017.1839253753524,27.501358472257003,-15.954885717922258,35.9037
1997-02-01,38.3161415128756,43.2990998579772,-7.0,1013.9593341932392,28.8280587300944,-14.204220486087776,35.8905
1997-03-01,38.4019892057112,43.183579662439904,-7.0,1007.181163424542,27.5142938656736,-12.65086247748114,35.8848
1997-04-01,38.23762161950541,43.2657029387679,-6.0,998.5194825597332,26.254309636898203,-13.194614253173937,35.8281
1997-05-01,38.3612636991177,43.429574619595,-6.0,997.512849947437,29.2418287117986,-14.413096920391316,35.8248
1997-06-01,38.1968961129502,43.4769361763146,-5.0,997.979140289538,30.6368627165797,-12.851724619338226,35.8202
1997-07-01,38.03252852674439,43.86441210622729,-5.0,996.9389010636468,32.0696782711865,-13.350097159692757,35.7474
1997-08-01,38.0761851531164,44.7850249379804,-5.0,1007.5162548974744,32.0550279867456,-15.071738095043765,36.0085
1997-09-01,38.07911627289481,45.08653880044209,-5.0,999.0636437740148,34.0799342433091,-15.618556632500027,36.4756
1997-10-01,37.9162142465975,45.5765225100248,-4.0,997.302614075962,34.849484363628704,-15.320527785178784,36.302
1997-11-01,37.7911066071151,46.1384050023582,-4.0,1002.881913034867,35.5288299227972,-15.417752842000423,37.2889
1997-12-01,37.2092250359603,46.715589472431496,-4.0,1007.605242873725,37.12599520060191,-16.04729883909261,39.4
1998-01-01,36.340799358895794,46.898251561892906,-6.0,1009.1810893565648,37.2298256925651,-15.532003127399404,39.391
1998-02-01,36.6332057043625,46.6441030611756,-6.0,1011.9232365830565,40.2614652391774,-15.925144365587396,39.0079
1998-03-01,36.92561204982911,47.1883200378098,-5.5,1011.0282369351426,41.5427800187776,-17.78272687684933,39.5686
1998-04-01,36.8034355301252,47.05470573400149,-5.0,1010.2213456661492,42.2236167568494,-19.40446700431294,39.7029
1998-05-01,36.43250929128831,47.529075027366304,-4.0,1013.4170064198622,42.5897452787894,-19.48569313837915,40.4687
1998-06-01,35.68772569383621,46.46701833277991,-4.0,1012.802374491366,44.2966733793103,-17.990007070902315,42.3668
1998-07-01,34.7771089503081,46.348317575599296,-4.0,1011.546145813889,46.111162091854,-18.184572973605235,42.6118
1998-08-01,34.695657937159496,47.9191788240481,-4.0,1011.9715317718736,42.4698650181546,-20.100662271974628,42.8429
1998-09-01,34.1996240588402,47.9468140228945,-4.0,1014.5049474692704,38.8704198864017,-18.81956447691045,42.579
1998-10-01,33.290472875220495,49.36943256945119,-4.14,1019.5390206241055,40.1751129310645,-18.86851619065507,42.3943
1998-11-01,32.875890010011695,47.47834661329709,-4.37,1028.5262841782355,45.2331158365854,-18.922290801254697,42.4284
1998-12-01,33.5799481008704,48.2487388873066,-4.5,1028.194579494829,46.2696706867539,-19.2557964995618,42.5909
1999-01-01,34.4949615240853,47.9220943120626,-4.5,1029.4549902184383,46.9506358398012,-20.77145565547469,42.5453
