DATE,SPASTT01INM661N
2012-02-01,65.2774766740066
2012-03-01,63.5800626965321
2012-04-01,63.2631774831044
2012-05-01,60.0811294136512
2012-06-01,61.1806688322581
2012-07-01,62.9098480941332
2012-08-01,64.3158183287701
2012-09-01,66.391345196739
2012-10-01,68.4467674543277
2012-11-01,68.2731001744806
2012-12-01,70.7680092149786
2013-01-01,72.6494717620238
2013-02-01,71.1474014897699
2013-03-01,69.8590249489381
2013-04-01,68.8726196560156
2013-05-01,72.8918237016968
2013-06-01,69.9248949633108
2013-07-01,72.0465527736427
2013-08-01,68.2867713095391
2013-09-01,71.682878648785
2013-10-01,74.7631608358778
2013-11-01,75.3911923103155
2013-12-01,76.6763886673236
2014-01-01,76.5562362049246
2014-02-01,75.098469183181
2014-03-01,79.7542948550078
2014-04-01,82.5333734247695
2014-05-01,86.5797004175454
2014-06-01,92.2136702151202
2014-07-01,94.0716651987763
2014-08-01,95.3606997086751
2014-09-01,98.368276313866
2014-10-01,97.3213744206179
2014-11-01,102.777509800921
2014-12-01,101.022560083923
2015-01-01,103.333786093221
2015-02-01,105.792579942709
2015-03-01,104.481028269184
2015-04-01,102.966566246169
2015-05-01,100.182187370034
2015-06-01,99.1993643531428
2015-07-01,102.407767739113
2015-08-01,100.109481788132
2015-09-01,94.0322236085942
2015-10-01,98.6529210430114
2015-11-01,95.0229057004521
2015-12-01,93.8191878462391
2016-01-01,90.5279900193403
2016-02-01,86.5898258304095
2016-03-01,90.8379665575646
2016-04-01,93.1280644490449
2016-05-01,93.9202957595325
2016-06-01,97.6635548892874
2016-07-01,101.207997699301
2016-08-01,102.399067925894
2016-09-01,104.167908100973
2016-10-01,102.386968605828
2016-11-01,97.6815759309554
2016-12-01,96.4031785876395
2017-01-01,99.3903215979169
2017-02-01,104.102330517297
2017-03-01,106.939822118672
2017-04-01,108.545997718858
2017-05-01,111.117267724963
2017-06-01,113.844659169129
2017-07-01,116.532206930906
2017-08-01,116.060333448366
2017-09-01,116.559658862534
2017-10-01,118.239453890548
2017-11-01,122.072050598065
2017-12-01,122.268783349094
2018-01-01,128.068342028527
2018-02-01,125.334736432061
2018-03-01,121.811896939746
2018-04-01,124.815562284372
2018-05-01,128.242082416048
2018-06-01,129.41937184607
2018-07-01,133.07928822734
2018-08-01,139.131799459192
2018-09-01,136.710253969663
2018-10-01,126.540062655104
2018-11-01,128.968187835303
2018-12-01,131.04448233385
